"facility_id","name","address","city","state","zip_code","county","telephone","hospital_type","hospital_ownership","emergency_services","bed_count"
"220002","MOUNT AUBURN HOSPITAL","330 MOUNT AUBURN STREET","CAMBRIDGE","Massachusetts","2138","MIDDLESEX","(617) 492-3500","Acute Care Hospitals","Voluntary non-profit - Private","Yes","125"
"220008","STURDY MEMORIAL HOSPITAL","211 PARK STREET","ATTLEBORO","Massachusetts","2703","BRISTOL","(508) 222-5200","Acute Care Hospitals","Voluntary non-profit - Other","Yes","108"
"220010","LAWRENCE GENERAL HOSPITAL","ONE GENERAL STREET","LAWRENCE","Massachusetts","1842","ESSEX","(978) 683-4000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","370"
"220011","CAMBRIDGE HEALTH ALLIANCE","1493 CAMBRIDGE STREET","CAMBRIDGE","Massachusetts","2138","MIDDLESEX","(617) 665-2300","Acute Care Hospitals","Government - Local","Yes","109"
"220012","CAPE COD HOSPITAL","27 PARK STREET","HYANNIS","Massachusetts","2601","BARNSTABLE","(508) 771-1800","Acute Care Hospitals","Voluntary non-profit - Private","Yes","477"
"220016","BAYSTATE FRANKLIN MEDICAL CENTER","164 HIGH STREET","GREENFIELD","Massachusetts","1301","FRANKLIN","(413) 773-0211","Acute Care Hospitals","Voluntary non-profit - Private","Yes","224"
"220017","CARNEY HOSPITAL","2100 DORCHESTER AVENUE","BOSTON","Massachusetts","2124","SUFFOLK","(617) 506-2000","Acute Care Hospitals","Proprietary","Yes","269"
"220019","UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL","100 SOUTH STREET","SOUTHBRIDGE","Massachusetts","1550","WORCESTER","(508) 765-9771","Acute Care Hospitals","Voluntary non-profit - Private","Yes","171"
"22001F","BEDFORD VA MEDICAL CENTER","200 SPRINGS ROAD","BEDFORD","Massachusetts","1730","MIDDLESEX","(781) 275-7500","Acute Care - Veterans Administration","Veterans Health Administration","No","251"
"220020","SAINT ANNE'S HOSPITAL","795 MIDDLE STREET","FALL RIVER","Massachusetts","2721","BRISTOL","(508) 674-5600","Acute Care Hospitals","Proprietary","Yes","307"
"220024","HOLYOKE MEDICAL CENTER","575 BEECH STREET","HOLYOKE","Massachusetts","1040","HAMPDEN","(413) 534-2500","Acute Care Hospitals","Voluntary non-profit - Private","Yes","148"
"220029","ANNA JAQUES HOSPITAL","25 HIGHLAND AVENUE","NEWBURYPORT","Massachusetts","1950","ESSEX","(978) 463-1000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","253"
"220030","BAYSTATE WING HOSPITAL","40 WRIGHT STREET","PALMER","Massachusetts","1069","HAMPDEN","(413) 283-7651","Acute Care Hospitals","Voluntary non-profit - Other","Yes","446"
"220031","BOSTON MEDICAL CENTER","1 BOSTON MEDICAL CENTER PLACE","BOSTON","Massachusetts","2118","SUFFOLK","(617) 638-8000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","392"
"220033","NORTHEAST HOSPITAL CORPORATION","85 HERRICK STREET","BEVERLY","Massachusetts","1915","ESSEX","(978) 922-3000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","167"
"220035","NORTH SHORE MEDICAL CENTER -","81 HIGHLAND AVENUE","SALEM","Massachusetts","1970","ESSEX","(978) 741-1215","Acute Care Hospitals","Voluntary non-profit - Private","Yes","149"
"220036","ST ELIZABETH'S MEDICAL CENTER","736 CAMBRIDGE STREET","BRIGHTON","Massachusetts","2135","SUFFOLK","(617) 789-3000","Acute Care Hospitals","Proprietary","Yes","251"
"220046","BERKSHIRE MEDICAL CENTER","725 NORTH STREET","PITTSFIELD","Massachusetts","1201","BERKSHIRE","(413) 447-2000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","118"
"220049","UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL","157 UNION STREET","MARLBOROUGH","Massachusetts","1752","MIDDLESEX","(508) 481-5000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","199"
"220052","SIGNATURE HEALTHCARE BROCKTON HOSPITAL","680 CENTER STREET","BROCKTON","Massachusetts","2302","PLYMOUTH","(508) 941-7000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","159"
"220060","BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH","275 SANDWICH STREET","PLYMOUTH","Massachusetts","2360","PLYMOUTH","(508) 746-2000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","266"
"220062","ADCARE HOSPITAL OF WORCESTER INC","107 LINCOLN STREET","WORCESTER","Massachusetts","1605","WORCESTER","(508) 799-9000","Acute Care Hospitals","Proprietary","No","301"
"220063","LOWELL GENERAL HOSPITAL","295 VARNUM AVENUE","LOWELL","Massachusetts","1854","MIDDLESEX","(978) 937-6000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","444"
"220065","BAYSTATE NOBLE HOSPITAL","115 WEST SILVER STREET","WESTFIELD","Massachusetts","1085","HAMPDEN","(413) 568-2811","Acute Care Hospitals","Voluntary non-profit - Private","Yes","245"
"220066","MERCY MEDICAL CTR","271 CAREW STREET","SPRINGFIELD","Massachusetts","1104","HAMPDEN","(413) 748-9000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","263"
"220070","MELROSEWAKEFIELD HEALTHCARE","585 LEBANON STREET","MELROSE","Massachusetts","2176","MIDDLESEX","(781) 979-3000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","341"
"220071","MASSACHUSETTS GENERAL HOSPITAL","55 FRUIT STREET","BOSTON","Massachusetts","2114","SUFFOLK","(617) 724-9725","Acute Care Hospitals","Voluntary non-profit - Private","Yes","168"
"220073","MORTON HOSPITAL","88 WASHINGTON STREET","TAUNTON","Massachusetts","2780","BRISTOL","(508) 828-7000","Acute Care Hospitals","Proprietary","Yes","274"
"220074","SOUTHCOAST HOSPITALS GROUP","363 HIGHLAND AVENUE","FALL RIVER","Massachusetts","2720","BRISTOL","(508) 679-3131","Acute Care Hospitals","Voluntary non-profit - Private","Yes","148"
"220075","MASSACHUSETTS EYE AND EAR INFIRMARY -","243 CHARLES STREET","BOSTON","Massachusetts","2114","SUFFOLK","(617) 523-7900","Acute Care Hospitals","Voluntary non-profit - Private","Yes","207"
"220077","BAYSTATE MEDICAL CENTER","759 CHESTNUT STREET","SPRINGFIELD","Massachusetts","1199","HAMPDEN","(413) 794-0000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","325"
"220080","HOLY FAMILY HOSPITAL","70 EAST STREET","METHUEN","Massachusetts","1844","ESSEX","(978) 687-0156","Acute Care Hospitals","Proprietary","Yes","260"
"220083","BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM","148 CHESTNUT STREET","NEEDHAM","Massachusetts","2494","NORFOLK","(781) 453-3002","Acute Care Hospitals","Voluntary non-profit - Private","Yes","218"
"220084","EMERSON HOSPITAL -","133 OLD ROAD TO 9 ACRE CORNER","W CONCORD","Massachusetts","1742","MIDDLESEX","(978) 369-1400","Acute Care Hospitals","Voluntary non-profit - Private","Yes","248"
"220086","BETH ISRAEL DEACONESS MEDICAL CENTER","330 BROOKLINE AVENUE","BOSTON","Massachusetts","2215","SUFFOLK","(617) 667-7000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","249"
"220088","NEW ENGLAND BAPTIST HOSPITAL","125 PARKER HILL AVENUE","BOSTON","Massachusetts","2120","SUFFOLK","(617) 754-5800","Acute Care Hospitals","Voluntary non-profit - Private","No","392"
"220090","MILFORD REGIONAL MEDICAL CENTER","14 PROSPECT STREET","MILFORD","Massachusetts","1757","WORCESTER","(508) 473-1190","Acute Care Hospitals","Voluntary non-profit - Other","Yes","242"
"220095","HEYWOOD HOSPITAL","242 GREEN STREET","GARDNER","Massachusetts","1440","WORCESTER","(978) 632-3420","Acute Care Hospitals","Voluntary non-profit - Private","Yes","259"
"220098","NASHOBA VALLEY MEDICAL CENTER","200 GROTON ROAD","AYER","Massachusetts","1432","MIDDLESEX","(978) 784-9000","Acute Care Hospitals","Proprietary","Yes","110"
"22009F","NORTHAMPTON VA MEDICAL CENTER","421 N MAIN ST","LEEDS","Massachusetts","1053","HAMPSHIRE","(413) 584-4040","Acute Care - Veterans Administration","Veterans Health Administration","No","237"
"220100","SOUTH SHORE HOSPITAL","55 FOGG ROAD","SOUTH WEYMOUTH","Massachusetts","2190","NORFOLK","(781) 340-8000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","177"
"220101","NEWTON-WELLESLEY HOSPITAL","2014 WASHINGTON STREET","NEWTON","Massachusetts","2462","MIDDLESEX","(617) 243-6000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","176"
"220105","WINCHESTER HOSPITAL","41 HIGHLAND AVENUE","WINCHESTER","Massachusetts","1890","MIDDLESEX","(781) 729-9000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","353"
"220108","BETH ISRAEL DEACONESS HOSPITAL - MILTON","199 REEDSDALE ROAD","MILTON","Massachusetts","2186","NORFOLK","(617) 696-4600","Acute Care Hospitals","Government - Federal","Yes","357"
"22010F","VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN","150 S. HUNTINGTON AVENUE","JAMAICA PLAIN","Massachusetts","2130","SUFFOLK","(617) 232-9500","Acute Care - Veterans Administration","Veterans Health Administration","Yes","419"
"220110","BRIGHAM AND WOMEN'S HOSPITAL","75 FRANCIS STREET","BOSTON","Massachusetts","2115","SUFFOLK","(617) 732-5500","Acute Care Hospitals","Voluntary non-profit - Private","Yes","390"
"220111","GOOD SAMARITAN MEDICAL CENTER","235 NORTH PEARL STREET","BROCKTON","Massachusetts","2301","PLYMOUTH","(508) 427-3000","Acute Care Hospitals","Proprietary","Yes","362"
"220116","TUFTS MEDICAL CENTER","800 WASHINGTON STREET","BOSTON","Massachusetts","2111","SUFFOLK","(617) 636-5000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","184"
"220119","FAULKNER HOSPITAL-BRIGHAM AND WOMEN'S","1153 CENTRE STREET","BOSTON","Massachusetts","2130","SUFFOLK","(617) 983-7000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","245"
"220126","NORWOOD HOSPITAL","800 WASHINGTON STREET","NORWOOD","Massachusetts","2062","NORFOLK","(781) 769-4000","Acute Care Hospitals","Proprietary","Yes","422"
"220135","FALMOUTH HOSPITAL","67 & 100 TER HEUN DRIVE","FALMOUTH","Massachusetts","2540","BARNSTABLE","(508) 548-5300","Acute Care Hospitals","Voluntary non-profit - Private","Yes","141"
"220163","UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS","55 LAKE AVENUE NORTH","WORCESTER","Massachusetts","1655","WORCESTER","(508) 334-1000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","473"
"220175","METROWEST MEDICAL CENTER","115 LINCOLN STREET","FRAMINGHAM","Massachusetts","1701","MIDDLESEX","(508) 383-1000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","266"
"220176","ST VINCENT HOSPITAL","123 SUMMER STREET","WORCESTER","Massachusetts","1608","WORCESTER","(508) 363-5000","Acute Care Hospitals","Proprietary","Yes","340"
"220177","NANTUCKET COTTAGE HOSPITAL","57 PROSPECT STREET","NANTUCKET","Massachusetts","2554","NANTUCKET","(508) 228-1200","Acute Care Hospitals","Voluntary non-profit - Private","Yes","379"
"221302","FAIRVIEW HOSPITAL","29 LEWIS AVENUE","GREAT BARRINGTON","Massachusetts","1230","BERKSHIRE","(413) 528-0790","Critical Access Hospitals","Voluntary non-profit - Private","Yes","68"
"221303","ATHOL MEMORIAL HOSPITAL","2033 MAIN STREET","ATHOL","Massachusetts","1331","WORCESTER","(978) 249-3511","Critical Access Hospitals","Voluntary non-profit - Private","Yes","117"
"223300","FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER","30 WARREN STREET","BRIGHTON","Massachusetts","2135","SUFFOLK","(617) 254-3800","Children's","Voluntary non-profit - Private","No","317"
"223302","BOSTON CHILDREN'S HOSPITAL","300 LONGWOOD AVENUE","BOSTON","Massachusetts","2115","SUFFOLK","(617) 735-6000","Children's","Voluntary non-profit - Private","Yes","201"
"223303","SHRINERS' HOSPITAL FOR CHILDREN (THE)","516 CAREW STREET","SPRINGFIELD","Massachusetts","1104","HAMPDEN","(413) 787-2000","Children's","Voluntary non-profit - Private","No","141"
"223304","THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON","51 BLOSSOM STREET","BOSTON","Massachusetts","2114","SUFFOLK","(617) 722-3000","Children's","Proprietary","No","387"
"224007","MCLEAN HOSPITAL CORPORATION","115 MILL STREET","BELMONT","Massachusetts","2478","MIDDLESEX","(617) 855-3450","Psychiatric","Voluntary non-profit - Private","No","208"
"224013","ARBOUR HOSPITAL","49 ROBINWOOD AVENUE","BOSTON","Massachusetts","2130","SUFFOLK","(617) 522-4400","Psychiatric","Proprietary","No","135"
"224018","ARBOUR HUMAN RESOURCE INSTITUTE","227 BABCOCK STREET","BROOKLINE","Massachusetts","2446","NORFOLK","(617) 731-3200","Psychiatric","Proprietary","No","331"
"224021","ARBOUR-FULLER HOSPITAL","200 MAY STREET","SOUTH ATTLEBORO","Massachusetts","2703","BRISTOL","(508) 761-8500","Psychiatric","Proprietary","No","328"
"224022","BOURNEWOOD HOSPITAL","300 SOUTH STREET","BOSTON COLLEGE","Massachusetts","2467","MIDDLESEX","(617) 469-0300","Psychiatric","Proprietary","No","452"
"224023","WESTWOOD PEMBROKE HEALTH SYSTEMS","45 CLAPBOARDTREE STREET","WESTWOOD","Massachusetts","2090","NORFOLK","(617) 762-7764","Psychiatric","Proprietary","Yes","263"
"224028","DR JOHN C CORRIGAN MENTAL HEALTH CENTER","49 HILLSIDE STREET","FALL RIVER","Massachusetts","2720","BRISTOL","(508) 235-7600","Psychiatric","Government - State","No","486"
"224031","CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER","830 COUNTY ROAD","POCASSET","Massachusetts","2559","BARNSTABLE","(508) 563-2276","Psychiatric","Government - State","No","172"
"224032","WORCESTER RECOVERY CENTER AND HOSPITAL","309 BELMONT STREET","WORCESTER","Massachusetts","1604","WORCESTER","(508) 752-4681","Psychiatric","Government - State","No","235"
"224039","WHITTIER PAVILION","76 SUMMER STREET","HAVERHILL","Massachusetts","1830","ESSEX","(978) 373-8222","Psychiatric","Proprietary","No","478"
"224040","DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER","85 EAST NEWTON STREET","BOSTON","Massachusetts","2118","SUFFOLK","(617) 626-8700","Psychiatric","Government - State","No","169"
"224041","SOUTHCOAST BEHAVIORAL HEALTH","581 FAUNCE CORNER ROAD","DARTMOUTH","Massachusetts","2747","BRISTOL","(615) 861-6000","Psychiatric","Proprietary","No","295"
"224043","TARAVISTA BEHAVIORAL HEALTH CENTER","85 PATTON ROAD","DEVENS","Massachusetts","1434","WORCESTER","(978) 615-5200","Psychiatric","Proprietary","No","368"
"224044","WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC","300 FRIBERG PARKWAY","WESTBOROUGH","Massachusetts","1581","WORCESTER","(508) 329-6300","Psychiatric","Proprietary","No","148"
"224045","HOSPITAL FOR BEHAVIORAL MEDICINE","100 CENTURY DRIVE","WORCESTER","Massachusetts","1606","WORCESTER","(844) 319-0000","Psychiatric","Proprietary","No","415"
"230002","ST JOE MERCY HOSPITAL SYSTEM LIVONIA","36475 FIVE MILE ROAD","LIVONIA","Michigan","48154","WAYNE","(734) 655-4800","Acute Care Hospitals","Voluntary non-profit - Private","Yes","229"
"230003","COREWELL HEALTH ZEELAND HOSPITAL","8333 FELCH ST","ZEELAND","Michigan","49464","OTTAWA","(616) 772-4644","Acute Care Hospitals","Voluntary non-profit - Private","Yes","104"
"230005","PROMEDICA CHARLES AND VIRGINIA HICKMAN HOSPITAL","5640 N ADRIAN HIGHWAY","ADRIAN","Michigan","49221","LENAWEE","(517) 265-0900","Acute Care Hospitals","Voluntary non-profit - Private","Yes","126"
"230013","PONTIAC GENERAL HOSPITAL","461 W HURON ST","PONTIAC","Michigan","48341","OAKLAND","(248) 857-7200","Acute Care Hospitals","Proprietary","No","259"
"230015","THREE RIVERS HEALTH","701 S HEALTH PARKWAY","THREE RIVERS","Michigan","49093","ST. JOSEPH","(269) 273-9602","Acute Care Hospitals","Government - Hospital District or Authority","No","248"
"230017","BRONSON METHODIST HOSPITAL","601 JOHN STREET","KALAMAZOO","Michigan","49007","KALAMAZOO","(269) 341-6000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","363"
"230020","BEAUMONT HOSPITAL - DEARBORN","18101 OAKWOOD BLVD","DEARBORN","Michigan","48124","WAYNE","(313) 593-7125","Acute Care Hospitals","Voluntary non-profit - Private","Yes","299"
"230022","PROMEDICA COLDWATER REGIONAL HOSPITAL","274 E CHICAGO ST","COLDWATER","Michigan","49036","BRANCH","(517) 279-5400","Acute Care Hospitals","Government - Local","Yes","166"
"230024","SINAI-GRACE HOSPITAL","6071 W OUTER DRIVE","DETROIT","Michigan","48235","WAYNE","(313) 966-3300","Acute Care Hospitals","Proprietary","Yes","399"
"230029","TRINITY HEALTH OAKLAND HOSPITAL","44405 WOODWARD AVE","PONTIAC","Michigan","48341","OAKLAND","(248) 858-3000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","480"
"230030","MYMICHIGAN MEDICAL CENTER ALMA","300 E WARWICK DR","ALMA","Michigan","48801","GRATIOT","(989) 463-1101","Acute Care Hospitals","Voluntary non-profit - Private","Yes","157"
"230031","LAKE HURON MEDICAL CENTER","2601 ELECTRIC AVENUE","PORT HURON","Michigan","48060","ST. CLAIR","(810) 985-1500","Acute Care Hospitals","Voluntary non-profit - Church","Yes","358"
"230035","SPECTRUM HEALTH UNITED HOSPITAL","615 S BOWER STREET","GREENVILLE","Michigan","48838","MONTCALM","(616) 754-4691","Acute Care Hospitals","Voluntary non-profit - Other","No","441"
"230036","MYMICHIGAN MEDICAL CENTER ALPENA","1501 W CHISHOLM ST","ALPENA","Michigan","49707","ALPENA","(989) 356-7390","Acute Care Hospitals","Proprietary","Yes","425"
"230037","HILLSDALE HOSPITAL","168 S HOWELL STREET","HILLSDALE","Michigan","49242","HILLSDALE","(517) 437-4451","Acute Care Hospitals","Voluntary non-profit - Private","Yes","229"
"230038","SPECTRUM HEALTH","100 MICHIGAN ST NE","GRAND RAPIDS","Michigan","49503","KENT","(616) 391-1774","Acute Care Hospitals","Voluntary non-profit - Private","Yes","314"
"230041","MCLAREN BAY REGION","1900 COLUMBUS AVE","BAY CITY","Michigan","48708","BAY","(989) 894-3000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","271"
"230047","HENRY FORD MACOMB HOSPITAL","15855 NINETEEN MILE RD","CLINTON TOWNSHIP","Michigan","48038","MACOMB","(586) 263-2300","Acute Care Hospitals","Voluntary non-profit - Private","Yes","201"
"230053","HENRY FORD HEALTH HOSPITAL","2799 W GRAND BLVD","DETROIT","Michigan","48202","WAYNE","(313) 916-2600","Acute Care Hospitals","Voluntary non-profit - Private","Yes","308"
"230054","UPHS MARQUETTE DLP HOSPITAL","850 W BARAGA AVE","MARQUETTE","Michigan","49855","MARQUETTE","(906) 228-9440","Acute Care Hospitals","Government - Local","Yes","390"
"230055","DICKINSON COUNTY MEMORIAL HOSPITAL","1721 S STEPHENSON AVE","IRON MOUNTAIN","Michigan","49801","DICKINSON","(906) 774-1313","Acute Care Hospitals","Government - Local","Yes","453"
"230058","MUNSON HEALTHCARE GRAYLING HOSPITAL","1100 E MICHIGAN AVE","GRAYLING","Michigan","49738","CRAWFORD","(989) 348-5461","Acute Care Hospitals","Voluntary non-profit - Church","Yes","385"
"230059","MERCY HEALTH SAINT MARY'S","200 JEFFERSON AVENUE SE","GRAND RAPIDS","Michigan","49503","KENT","(616) 685-5000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","215"
"23005F","IRON MOUNTAIN MI VA MEDICAL CENTER","325 EAST H STREET","IRON MOUNTAIN","Michigan","49801","DICKINSON","(906) 774-3300","Acute Care - Veterans Administration","Veterans Health Administration","No","363"
"230066","TRINITY HEALTH MUSKEGON HOSPITAL","1500 E SHERMAN BLVD","MUSKEGON","Michigan","49441","MUSKEGON","(231) 726-3511","Acute Care Hospitals","Voluntary non-profit - Private","Yes","249"
"230069","SAINT JOSEPH MERCY LIVINGSTON HOSPITAL","620 BYRON RD","HOWELL","Michigan","48843","LIVINGSTON","(517) 545-6000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","399"
"230070","COVENANT MEDICAL CENTER","1447 N HARRISON","SAGINAW","Michigan","48602","SAGINAW","(989) 583-4000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","135"
"230071","STRAITH HOSPITAL FOR SPECIAL SURGERY","23901 LAHSER","SOUTHFIELD","Michigan","48033","OAKLAND","(248) 357-3360","Acute Care Hospitals","Voluntary non-profit - Private","No","432"
"230072","HOLLAND COMMUNITY HOSPITAL","602 MICHIGAN AVE","HOLLAND","Michigan","49423","OTTAWA","(616) 392-5141","Acute Care Hospitals","Voluntary non-profit - Private","Yes","386"
"230075","BRONSON BATTLE CREEK HOSPITAL","300 NORTH AVENUE","BATTLE CREEK","Michigan","49017","CALHOUN","(269) 966-8000","Acute Care Hospitals","Proprietary","Yes","402"
"230077","ASCENSION ST MARY'S HOSPITAL","800 S WASHINGTON AVENUE","SAGINAW","Michigan","48601","SAGINAW","(989) 776-8000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","410"
"230078","COREWELL HEALTH WATERVLIET HOSPITAL","400 MEDICAL PARK DR","WATERVLIET","Michigan","49098","BERRIEN","(269) 463-3111","Acute Care Hospitals","Voluntary non-profit - Private","Yes","307"
"230080","MCLAREN CENTRAL MICHIGAN","1221 SOUTH DRIVE","MOUNT PLEASANT","Michigan","48858","ISABELLA","(989) 772-6700","Acute Care Hospitals","Voluntary non-profit - Private","Yes","205"
"230081","MUNSON HEALTHCARE CADILLAC HOSPITAL","400 HOBART ST","CADILLAC","Michigan","49601","WEXFORD","(231) 876-7200","Acute Care Hospitals","Voluntary non-profit - Church","Yes","257"
"230085","BRONSON SOUTH HAVEN HOSPITAL","955 S BAILEY AVE","SOUTH HAVEN","Michigan","49090","VAN BUREN","(269) 637-5271","Acute Care Hospitals","Government - Hospital District or Authority","Yes","220"
"230089","BEAUMONT HOSPITAL - GROSSE POINTE","468 CADIEUX RD","GROSSE POINTE","Michigan","48230","WAYNE","(313) 343-1000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","154"
"230092","HENRY FORD ALLEGIANCE HEALTH","205 N EAST AVE","JACKSON","Michigan","49201","JACKSON","(517) 788-4800","Acute Care Hospitals","Voluntary non-profit - Other","Yes","499"
"230093","CORWELL HEALTH BIG RAPIDS HOSPITAL","605 OAK STREET","BIG RAPIDS","Michigan","49307","MECOSTA","(231) 796-8691","Acute Care Hospitals","Voluntary non-profit - Private","Yes","111"
"230095","MYMICHIGAN MEDICAL CENTER WEST BRANCH","2463 SOUTH M-30","WEST BRANCH","Michigan","48661","OGEMAW","(989) 345-6366","Acute Care Hospitals","Government - Local","Yes","244"
"230097","MUNSON MEDICAL CENTER","1105 SIXTH STREET","TRAVERSE CITY","Michigan","49684","GRAND TRAVERSE","(231) 935-5000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","499"
"230099","PROMEDICA MONROE REGIONAL HOSPITAL","718 N MACOMB ST","MONROE","Michigan","48162","MONROE","(734) 240-8400","Acute Care Hospitals","Voluntary non-profit - Other","Yes","495"
"23009F","SAGINAW VA MEDICAL CENTER","1500 WEISS STREET","SAGINAW","Michigan","48602","SAGINAW","(989) 497-2500","Acute Care - Veterans Administration","Veterans Health Administration","No","235"
"230100","TAWAS ST JOSEPH HOSPITAL","200 HEMLOCK","TAWAS CITY","Michigan","48764","IOSCO","(989) 362-9301","Acute Care Hospitals","Government - Hospital District or Authority","Yes","102"
"230104","HARPER UNIVERSITY HOSPITAL","3990 JOHN R STREET","DETROIT","Michigan","48201","WAYNE","(313) 745-6211","Acute Care Hospitals","Proprietary","Yes","243"
"230105","MCLAREN NORTHERN MICHIGAN","416 CONNABLE AVE","PETOSKEY","Michigan","49770","EMMET","(231) 487-4000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","129"
"230108","UP HEALTH SYSTEM PORTAGE","500 CAMPUS DRIVE","HANCOCK","Michigan","49930","HOUGHTON","(906) 483-1000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","336"
"230110","COREWELL HEALTH LUDINGTON HOSPITAL","ONE N ATKINSON DRIVE","LUDINGTON","Michigan","49431","MASON","(231) 843-2591","Acute Care Hospitals","Voluntary non-profit - Private","Yes","378"
"230117","BORGESS MEDICAL CENTER","1521 GULL ROAD","KALAMAZOO","Michigan","49048","KALAMAZOO","(269) 226-7000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","447"
"23011F","VA ANN ARBOR HEALTHCARE SYSTEM","2215 FULLER ROAD","ANN ARBOR","Michigan","48105","WASHTENAW","(734) 769-7100","Acute Care - Veterans Administration","Veterans Health Administration","Yes","214"
"230121","MEMORIAL HEALTHCARE","826 WEST KING STREET","OWOSSO","Michigan","48867","SHIAWASSEE","(989) 723-5211","Acute Care Hospitals","Voluntary non-profit - Other","Yes","203"
"23012F","BATTLE CREEK VA MEDICAL CENTER","5500 ARMSTRONG RD.","BATTLE CREEK","Michigan","49037","CALHOUN","(269) 966-5600","Acute Care - Veterans Administration","Veterans Health Administration","No","217"
"230130","BEAUMONT HOSPITAL ROYAL OAK","3601 W THIRTEEN MILE RD","ROYAL OAK","Michigan","48073","OAKLAND","(248) 898-5000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","104"
"230132","HURLEY MEDICAL CENTER","ONE HURLEY PLAZA","FLINT","Michigan","48503","GENESEE","(810) 257-9000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","459"
"230133","MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL","825 N CENTER AVE","GAYLORD","Michigan","49735","OTSEGO","(989) 731-2100","Acute Care Hospitals","Voluntary non-profit - Private","No","347"
"230141","MCLAREN FLINT","401 S BALLENGER HIGHWAY","FLINT","Michigan","48532","GENESEE","(810) 342-2000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","463"
"230142","BEAUMONT HOSPITAL - WAYNE","33155 ANNAPOLIS AVE","WAYNE","Michigan","48184","WAYNE","(734) 467-4175","Acute Care Hospitals","Voluntary non-profit - Private","Yes","420"
"230144","FOREST HEALTH MEDICAL CENTER","135 S PROSPECT ST","YPSILANTI","Michigan","48198","WASHTENAW","(734) 547-4700","Acute Care Hospitals","Government - Hospital District or Authority","No","220"
"230146","HENRY FORD HEALTH WYANDOTTE HOSPITAL","2333 BIDDLE AVE","WYANDOTTE","Michigan","48192","WAYNE","(734) 246-6000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","385"
"230151","BEAUMONT HOSPITAL - FARMINGTON HILLS","28050 GRAND RIVER AVENUE","FARMINGTON HILLS","Michigan","48336","OAKLAND","(248) 471-8000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","248"
"230156","TRINITY HEALTH ANN ARBOR HOSPITAL","5301 E HURON RIVER DR","ANN ARBOR","Michigan","48106","WASHTENAW","(734) 712-3456","Acute Care Hospitals","Voluntary non-profit - Church","Yes","183"
"230165","ASCENSION ST JOHN HOSPITAL","22101 MOROSS RD","DETROIT","Michigan","48236","WAYNE","(313) 343-4000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","330"
"230167","MCLAREN GREATER LANSING","2900 COLLINS RD","LANSING","Michigan","48910","INGHAM","(517) 975-6000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","387"
